area,product_id,quantity,hour,day_of_week
North,741835,2,18,Saturday
North,926868,4,18,Saturday
South,318514,1,0,Wednesday
South,254410,2,0,Wednesday
South,657579,4,0,Wednesday
Central,826219,3,8,Friday
Central,621860,2,8,Friday
Central,588836,4,8,Friday
South,966126,3,2,Tuesday
Central,844672,1,14,Saturday
East,431976,2,19,Wednesday
South,201111,1,12,Saturday
South,601115,2,12,Saturday
South,177733,1,12,Saturday
West,315487,2,1,Tuesday
West,572994,1,1,Tuesday
West,319527,2,1,Tuesday
East,647654,3,5,Friday
Central,621860,1,4,Wednesday
Central,917641,1,4,Wednesday
Central,297266,2,4,Wednesday
South,160732,5,4,Wednesday
South,572994,2,4,Wednesday
East,409067,3,0,Monday
East,845820,1,0,Monday
North,995677,2,2,Monday
North,855760,1,2,Monday
North,763628,2,2,Monday
West,582936,3,17,Friday
North,201111,2,23,Sunday
South,599381,4,5,Saturday
South,542696,4,22,Thursday
North,202715,1,21,Tuesday
North,582936,2,21,Tuesday
North,589456,1,21,Tuesday
East,176656,2,20,Tuesday
East,424718,1,20,Tuesday
East,876627,2,20,Tuesday
Central,177733,2,0,Tuesday
Central,125748,1,0,Tuesday
Central,467525,2,0,Tuesday
South,970718,2,15,Saturday
Central,144818,2,23,Thursday
South,926868,2,19,Friday
South,738390,1,0,Sunday
South,891289,1,0,Sunday
South,582219,3,0,Sunday
East,644730,2,0,Friday
East,108796,2,0,Friday
East,821570,1,0,Friday
North,904976,1,14,Monday
North,310436,2,14,Monday
East,463028,1,12,Thursday
Central,120672,1,8,Friday
Central,643168,1,8,Friday
East,844672,1,10,Wednesday
East,647654,2,10,Wednesday
East,990634,1,10,Wednesday
South,201111,2,16,Thursday
West,293073,1,18,Monday
East,758294,1,11,Wednesday
Central,160732,1,2,Saturday
Central,328679,2,2,Saturday
Central,457848,5,2,Saturday
South,995677,2,17,Saturday
South,462550,3,17,Saturday
North,134848,3,9,Monday
North,797959,1,9,Monday
North,766294,3,9,Monday
South,700732,2,1,Thursday
South,596545,1,1,Thursday
South,204293,2,1,Thursday
North,327670,3,21,Sunday
North,550857,1,21,Sunday
North,409067,2,0,Saturday
North,451956,1,0,Saturday
South,513418,5,1,Tuesday
South,422552,4,1,Tuesday
South,712158,3,1,Tuesday
South,526783,1,19,Saturday
North,643168,4,6,Sunday
South,738390,2,9,Sunday
South,559463,1,9,Sunday
South,891289,1,9,Sunday
East,874812,3,14,Tuesday
East,601115,1,14,Tuesday
East,682453,1,23,Wednesday
North,582936,1,1,Friday
North,874812,2,1,Friday
West,435530,2,6,Thursday
South,160732,1,14,Friday
South,634777,1,14,Friday
Central,713451,4,14,Wednesday
South,236141,2,0,Tuesday
South,453516,1,0,Tuesday
South,989365,2,0,Tuesday
North,254410,1,0,Friday
North,134761,2,0,Friday
South,738390,1,11,Tuesday
South,280162,2,7,Monday
South,370119,2,7,Monday
South,417009,1,7,Monday
East,647421,2,20,Monday
East,190530,3,20,Monday
East,559463,5,20,Monday
East,176656,2,1,Tuesday
East,291116,2,1,Tuesday
West,462550,1,1,Friday
North,315487,4,23,Thursday
North,987911,1,23,Thursday
West,588836,1,17,Wednesday
South,463028,1,23,Wednesday
South,855119,1,23,Wednesday
South,130198,1,23,Wednesday
East,664634,3,0,Saturday
East,858357,3,0,Saturday
East,784425,5,0,Saturday
North,437577,3,15,Friday
North,643168,1,16,Sunday
North,467525,2,16,Sunday
North,293073,2,16,Sunday
South,543513,1,7,Thursday
South,511087,4,7,Thursday
South,713622,1,7,Thursday
East,716660,1,8,Monday
East,957598,1,8,Monday
East,179932,1,8,Monday
South,447288,3,4,Saturday
South,176656,1,4,Saturday
South,727865,1,4,Saturday
South,713622,3,1,Thursday
South,424718,1,1,Thursday
South,738390,4,1,Thursday
West,727865,1,13,Sunday
East,451956,2,8,Thursday
East,462550,1,19,Tuesday
East,179932,2,19,Tuesday
East,453516,1,19,Tuesday
Central,799380,5,21,Saturday
Central,780063,2,21,Saturday
East,621298,2,6,Tuesday
East,582936,1,6,Tuesday
East,463028,5,6,Tuesday
West,431976,1,20,Monday
West,912354,1,20,Monday
West,700732,5,20,Monday
Central,844672,3,8,Wednesday
Central,463028,3,8,Wednesday
West,177733,3,1,Wednesday
West,758294,1,1,Wednesday
West,327418,1,1,Wednesday
West,582936,4,21,Thursday
North,327418,1,19,Wednesday
North,409067,1,19,Wednesday
North,616207,2,19,Wednesday
West,463028,1,8,Friday
Central,283803,3,19,Friday
West,643168,4,1,Tuesday
Central,458363,1,6,Thursday
Central,846554,1,6,Thursday
Central,328679,1,6,Thursday
Central,784362,2,9,Saturday
Central,932387,2,9,Saturday
Central,201111,2,22,Sunday
Central,763628,5,22,Sunday
East,657579,3,7,Thursday
North,788175,2,11,Monday
East,593117,2,12,Wednesday
South,228776,3,4,Sunday
South,657579,4,4,Sunday
South,143527,1,17,Sunday
South,283621,1,17,Sunday
North,811207,2,3,Monday
North,143527,5,3,Monday
North,122121,1,3,Monday
North,331204,2,11,Friday
North,203454,2,11,Friday
North,331204,1,12,Wednesday
South,179507,1,10,Monday
South,257146,1,22,Thursday
North,912354,1,17,Wednesday
East,855119,1,19,Thursday
East,327670,3,19,Thursday
East,221626,2,19,Thursday
South,115684,3,22,Tuesday
South,588836,1,22,Tuesday
North,462550,5,12,Sunday
North,130969,2,12,Sunday
North,621298,2,12,Sunday
East,784425,2,19,Monday
East,932387,1,19,Monday
East,621860,2,19,Monday
South,244547,1,0,Saturday
South,782729,1,0,Saturday
South,228776,2,0,Saturday
East,784425,2,13,Monday
East,293073,2,13,Monday
Central,134761,3,5,Monday
Central,784425,2,5,Monday
Central,855760,1,11,Tuesday
Central,280162,5,11,Tuesday
Central,855119,3,11,Tuesday
South,896270,1,22,Friday
South,134848,3,22,Friday
South,529557,1,22,Friday
Central,844672,1,14,Wednesday
Central,201111,2,14,Wednesday
South,357966,4,9,Saturday
South,740474,3,9,Saturday
East,447288,1,6,Wednesday
East,845820,1,6,Wednesday
East,912354,2,1,Thursday
East,458363,1,1,Thursday
East,599381,1,1,Thursday
Central,758294,4,18,Tuesday
North,221626,4,7,Tuesday
North,542696,1,7,Tuesday
West,297266,3,8,Tuesday
West,143527,1,10,Tuesday
West,990634,1,10,Tuesday
South,244547,1,13,Monday
South,131542,2,13,Monday
North,125748,2,2,Saturday
South,528608,4,22,Tuesday
South,120672,2,22,Tuesday
South,582936,1,22,Tuesday
South,458263,2,16,Thursday
South,435530,2,16,Thursday
Central,394174,2,13,Monday
Central,582936,2,13,Monday
Central,647654,5,13,Monday
North,593117,3,8,Wednesday
North,797959,5,8,Wednesday
North,766294,2,8,Wednesday
Central,784362,4,5,Sunday
South,559463,2,14,Sunday
South,160732,2,14,Sunday
North,593117,2,1,Thursday
North,589456,1,1,Thursday
Central,202715,3,19,Sunday
Central,844672,1,19,Sunday
South,176656,2,18,Monday
South,203454,3,17,Thursday
South,656573,5,2,Thursday
South,289459,2,2,Thursday
North,417528,3,20,Wednesday
North,244547,5,20,Wednesday
Central,966126,2,3,Tuesday
Central,103736,2,3,Tuesday
Central,543513,2,3,Tuesday
North,995677,3,14,Monday
North,844672,1,14,Monday
North,643168,2,14,Monday
Central,526783,1,22,Tuesday
East,987911,3,15,Saturday
East,152243,4,15,Saturday
West,643168,3,17,Wednesday
West,601115,1,17,Wednesday
West,190530,3,17,Wednesday
West,957598,4,21,Friday
West,160732,1,21,Friday
Central,447288,2,18,Saturday
Central,855760,4,18,Saturday
Central,263679,1,18,Saturday
East,244547,5,7,Sunday
East,327418,2,7,Sunday
Central,758294,2,10,Monday
Central,283803,3,10,Monday
Central,904976,2,10,Monday
South,129553,1,23,Saturday
South,784425,4,23,Saturday
South,131542,2,23,Saturday
West,995677,3,11,Saturday
West,788175,1,11,Saturday
West,158033,2,11,Thursday
West,601115,2,11,Thursday
East,634777,2,7,Friday
East,283621,4,7,Friday
East,891289,2,7,Friday
North,641411,2,20,Monday
North,331204,1,20,Monday
North,543513,1,20,Monday
East,511087,1,17,Thursday
East,926868,5,0,Wednesday
East,221626,5,0,Wednesday
East,166402,2,0,Wednesday
West,130969,3,22,Wednesday
West,297266,3,22,Wednesday
West,327670,1,22,Wednesday
East,613608,1,7,Monday
North,641411,2,6,Friday
North,766294,1,6,Friday
Central,846554,1,20,Tuesday
Central,523098,1,20,Tuesday
Central,973291,1,20,Tuesday
West,582219,2,20,Wednesday
East,973291,3,6,Monday
East,738390,3,6,Monday
West,912354,4,16,Saturday
West,155861,2,16,Saturday
West,130969,1,16,Saturday
West,981997,2,15,Wednesday
West,319527,1,15,Wednesday
West,647421,2,15,Wednesday
East,528608,1,22,Thursday
East,458263,2,22,Thursday
East,634777,1,22,Thursday
East,422552,2,3,Wednesday
East,664634,3,3,Wednesday
East,254410,2,9,Friday
East,826219,2,9,Friday
North,876627,1,15,Saturday
North,115348,2,15,Saturday
North,319527,1,15,Saturday
West,458363,1,18,Friday
West,904976,1,18,Friday
West,409067,1,18,Friday
Central,453516,4,5,Saturday
Central,417009,2,5,Saturday
Central,458263,1,5,Saturday
South,263679,1,13,Monday
North,379582,1,17,Sunday
North,782729,1,17,Sunday
North,451956,1,6,Tuesday
North,357966,2,6,Tuesday
West,289459,2,10,Thursday
West,601115,3,10,Thursday
West,458363,2,10,Thursday
North,131542,1,0,Sunday
North,280162,1,0,Sunday
North,738390,1,0,Sunday
South,467894,1,2,Monday
South,437577,2,2,Monday
North,409067,4,19,Tuesday
North,987911,1,19,Tuesday
West,379582,1,22,Wednesday
Central,714157,2,11,Sunday
Central,905146,1,11,Sunday
Central,480254,1,11,Sunday
Central,435530,1,20,Saturday
East,885901,2,10,Wednesday
East,621298,1,10,Wednesday
South,179507,3,0,Saturday
South,905146,2,0,Saturday
South,766294,1,19,Monday
South,127005,2,19,Monday
West,204220,2,8,Monday
West,167392,1,8,Monday
North,152243,1,10,Thursday
South,462550,1,16,Saturday
South,712158,1,16,Saturday
Central,981997,5,1,Tuesday
Central,422552,1,19,Saturday
West,625107,1,23,Tuesday
West,257146,3,23,Tuesday
West,297266,3,23,Tuesday
West,858357,1,5,Sunday
Central,932387,4,3,Friday
Central,136788,1,3,Friday
North,177733,2,16,Saturday
West,283803,1,20,Thursday
West,131542,1,20,Thursday
West,643168,4,20,Thursday
West,647421,1,21,Monday
West,467894,2,21,Monday
East,179507,4,19,Sunday
East,858357,2,19,Sunday
East,328679,1,19,Sunday
East,134761,2,18,Sunday
Central,167392,4,9,Tuesday
Central,528608,4,9,Tuesday
West,966126,2,23,Saturday
Central,830396,3,14,Wednesday
Central,167392,2,14,Wednesday
Central,543513,2,2,Sunday
Central,319527,1,2,Sunday
South,905146,2,22,Wednesday
South,328679,2,22,Wednesday
East,932387,2,15,Saturday
West,580730,4,3,Thursday
East,160732,1,0,Friday
East,758294,1,0,Friday
East,447726,3,0,Friday
West,740474,5,20,Friday
Central,447726,2,10,Friday
Central,115684,3,10,Friday
Central,990634,2,10,Friday
West,447726,2,9,Tuesday
West,127005,2,9,Tuesday
West,451956,3,4,Friday
West,451956,2,4,Friday
East,357966,4,16,Wednesday
East,463028,1,16,Wednesday
East,858357,1,10,Friday
West,436470,2,20,Sunday
Central,987911,2,3,Friday
Central,695926,1,3,Friday
Central,204293,1,3,Friday
Central,714157,1,18,Tuesday
Central,811207,4,18,Tuesday
North,528608,5,12,Wednesday
North,588836,1,12,Wednesday
North,108796,3,12,Wednesday
Central,340098,4,9,Wednesday
Central,797959,1,9,Wednesday
North,575961,4,4,Friday
West,331204,1,9,Sunday
West,695926,2,9,Sunday
South,656573,2,11,Tuesday
South,616207,1,11,Tuesday
West,543513,2,8,Thursday
West,268844,5,8,Thursday
North,621860,2,16,Monday
North,559463,1,16,Monday
North,667650,3,16,Monday
Central,422552,2,4,Saturday
Central,582936,1,4,Saturday
North,858357,4,7,Thursday
Central,656573,2,13,Saturday
South,855119,1,9,Saturday
South,160732,3,9,Saturday
South,152243,1,9,Saturday
West,970718,3,22,Saturday
West,447726,1,22,Saturday
West,932952,2,22,Saturday
West,283621,1,3,Friday
West,176656,1,3,Friday
West,523098,1,13,Wednesday
West,634777,3,13,Wednesday
North,526783,3,21,Sunday
North,436470,1,21,Sunday
North,315187,2,21,Sunday
East,143527,2,1,Saturday
East,257146,1,1,Saturday
East,625107,2,1,Saturday
South,155861,2,12,Thursday
South,830396,2,12,Thursday
Central,435530,1,20,Wednesday
Central,453516,2,20,Wednesday
Central,404100,5,20,Sunday
Central,588836,1,20,Sunday
West,784362,2,15,Saturday
West,855119,2,15,Saturday
West,131542,2,15,Saturday
North,130198,2,20,Thursday
North,713451,1,20,Thursday
North,417009,1,7,Wednesday
South,323016,1,23,Friday
South,523098,1,23,Friday
South,409067,1,23,Friday
North,143527,1,20,Sunday
North,437577,1,20,Sunday
East,144818,1,3,Friday
East,436470,2,3,Friday
Central,130198,5,2,Wednesday
Central,782729,3,2,Wednesday
Central,134848,2,21,Thursday
Central,858212,2,21,Thursday
East,601115,5,17,Thursday
Central,713622,2,1,Wednesday
Central,966126,1,1,Sunday
Central,682453,1,1,Sunday
Central,758294,2,1,Sunday
West,417009,2,17,Saturday
West,127005,2,17,Saturday
West,596545,1,17,Saturday
East,589456,1,23,Saturday
South,318514,2,14,Saturday
East,740474,1,17,Monday
Central,211520,4,21,Thursday
Central,543513,2,21,Thursday
East,179932,2,17,Thursday
East,134761,4,17,Thursday
East,591797,1,9,Tuesday
Central,665639,1,16,Thursday
Central,283803,2,16,Thursday
North,912354,2,15,Saturday
North,596545,5,15,Saturday
West,134761,1,12,Saturday
West,136788,1,12,Saturday
Central,621860,4,13,Saturday
Central,528608,1,13,Saturday
Central,712158,1,13,Saturday
North,575961,2,8,Thursday
East,394174,1,20,Saturday
East,905146,2,20,Saturday
East,700732,2,20,Saturday
South,134761,1,1,Wednesday
North,319527,2,0,Tuesday
West,467525,1,4,Tuesday
Central,912354,1,4,Wednesday
Central,593117,2,4,Wednesday
East,458363,2,5,Monday
West,122121,1,12,Friday
West,451956,2,12,Friday
West,714157,1,12,Friday
West,323016,1,12,Wednesday
South,314921,3,16,Friday
South,596545,2,15,Saturday
West,125748,2,6,Monday
West,826219,1,6,Monday
West,314921,2,6,Monday
West,130198,1,13,Friday
West,682453,1,6,Friday
West,149774,1,6,Friday
West,932387,1,6,Friday
South,319527,2,2,Tuesday
South,656573,5,2,Tuesday
East,115684,2,20,Wednesday
West,211520,1,5,Monday
North,966126,2,14,Monday
North,714157,3,14,Monday
South,127005,4,9,Thursday
South,404100,1,9,Thursday
South,409067,1,9,Thursday
North,844672,2,19,Monday
North,190530,1,19,Monday
North,226632,1,19,Monday
South,874326,2,20,Wednesday
South,885901,1,20,Wednesday
South,811207,2,20,Wednesday
Central,155861,1,0,Sunday
Central,760381,1,0,Sunday
Central,811207,4,0,Sunday
East,990634,2,20,Tuesday
East,228776,2,20,Tuesday
East,201111,1,20,Tuesday
East,905146,1,13,Sunday
East,190530,2,4,Thursday
East,370119,1,4,Thursday
East,283803,1,4,Thursday
South,417009,5,8,Wednesday
South,125748,1,8,Wednesday
West,529557,5,5,Monday
North,758294,3,8,Sunday
North,315187,3,8,Sunday
North,280162,1,8,Sunday
West,453516,4,12,Tuesday
Central,211520,4,14,Thursday
North,682453,2,16,Thursday
West,643168,3,14,Thursday
West,593117,3,14,Thursday
West,635769,4,0,Sunday
East,310436,1,6,Thursday
East,621860,3,6,Thursday
West,811207,3,12,Sunday
West,543513,2,19,Saturday
West,458263,2,19,Saturday
Central,149774,2,7,Thursday
East,830396,2,2,Thursday
East,981997,5,2,Thursday
South,467525,1,15,Sunday
South,572994,1,15,Sunday
South,431976,2,15,Sunday
South,149774,2,20,Monday
South,391708,1,20,Monday
West,981997,1,1,Saturday
West,621860,1,1,Saturday
North,621860,2,2,Thursday
North,891289,3,2,Thursday
North,582219,3,2,Thursday
South,874812,4,10,Tuesday
South,204293,3,19,Friday
South,463028,2,19,Friday
South,367952,1,19,Friday
East,272383,3,20,Thursday
East,782729,2,20,Thursday
East,632686,4,20,Thursday
East,436470,3,18,Monday
East,987911,1,18,Monday
East,528608,2,18,Monday
Central,125748,4,8,Saturday
North,211520,3,1,Wednesday
West,973291,2,18,Tuesday
East,123191,3,3,Sunday
East,424718,2,3,Sunday
East,821570,1,3,Sunday
South,144818,2,17,Friday
South,283621,2,17,Friday
West,917641,3,2,Wednesday
West,417528,1,2,Wednesday
West,995677,1,8,Thursday
West,596545,1,8,Thursday
West,149774,2,8,Thursday
Central,758294,1,18,Friday
Central,811207,2,18,Friday
Central,204293,1,18,Friday
Central,876627,5,1,Tuesday
North,115684,4,2,Monday
North,236141,2,2,Monday
Central,990634,5,9,Friday
Central,357966,4,9,Friday
Central,885901,3,9,Friday
South,226632,4,12,Monday
South,591797,3,12,Monday
South,480254,1,12,Monday
East,896270,4,10,Friday
East,656573,2,10,Friday
West,599381,1,18,Wednesday
West,582219,3,18,Wednesday
West,160732,3,18,Wednesday
North,331204,1,9,Saturday
Central,656573,1,21,Friday
Central,912354,1,13,Saturday
North,204220,1,9,Wednesday
Central,826219,1,0,Saturday
South,417009,2,5,Tuesday
South,932952,3,11,Saturday
South,896270,3,11,Saturday
North,179932,3,23,Wednesday
North,201111,2,23,Wednesday
South,589456,2,17,Tuesday
East,462550,1,23,Tuesday
East,589456,1,23,Tuesday
East,716660,2,23,Tuesday
West,221626,1,5,Wednesday
West,283803,3,5,Wednesday
West,315187,1,5,Wednesday
South,682453,2,20,Monday
South,289459,1,20,Monday
South,221626,3,20,Monday
West,758294,2,4,Saturday
West,700732,2,4,Saturday
South,228776,2,8,Monday
East,589456,2,6,Friday
East,280162,1,6,Friday
East,588836,1,11,Wednesday
East,740474,5,11,Wednesday
North,340098,1,23,Tuesday
South,103736,2,23,Friday
North,740474,1,3,Tuesday
North,240196,2,3,Tuesday
South,489295,4,8,Tuesday
South,463028,1,16,Tuesday
South,716660,2,16,Tuesday
East,404100,2,14,Sunday
East,932387,4,14,Sunday
East,123191,1,14,Sunday
Central,644730,1,21,Thursday
Central,315187,1,21,Thursday
North,240196,1,3,Tuesday
West,973291,1,8,Thursday
West,926868,3,8,Thursday
West,134761,3,8,Thursday
South,127005,3,3,Monday
South,846554,1,3,Monday
South,995677,1,3,Monday
West,667650,2,7,Saturday
North,291116,1,10,Tuesday
North,763628,2,10,Tuesday
West,319527,1,12,Saturday
West,370119,1,12,Saturday
West,318514,1,12,Saturday
South,821570,2,12,Tuesday
South,788175,2,12,Tuesday
South,874326,2,12,Tuesday
East,513418,5,7,Monday
South,564853,3,5,Thursday
South,523098,3,5,Thursday
South,621298,1,5,Thursday
West,821570,2,2,Friday
West,417009,3,2,Friday
West,665639,2,2,Friday
South,782729,1,21,Saturday
Central,625107,2,10,Monday
Central,665639,2,0,Tuesday
Central,797959,3,0,Tuesday
Central,458263,3,5,Tuesday
Central,957598,2,5,Tuesday
Central,760381,1,5,Tuesday
North,593117,2,3,Tuesday
North,228776,5,3,Tuesday
North,641411,1,3,Tuesday
South,489295,3,11,Sunday
South,891289,4,11,Sunday
South,634777,3,11,Sunday
West,740474,3,23,Monday
West,327670,2,23,Monday
North,257146,3,22,Saturday
North,760381,1,22,Saturday
East,155861,3,3,Tuesday
East,713451,3,3,Tuesday
Central,474362,2,10,Tuesday
Central,784362,2,10,Tuesday
Central,596545,3,10,Tuesday
East,417528,1,0,Thursday
East,179932,2,0,Thursday
North,564853,1,9,Saturday
North,981997,1,9,Saturday
North,467894,1,8,Tuesday
North,740474,1,8,Tuesday
North,763628,1,4,Tuesday
North,575961,2,4,Tuesday
North,830396,3,4,Tuesday
North,257146,1,11,Wednesday
West,926868,1,15,Thursday
West,149774,2,15,Thursday
Central,874326,1,11,Saturday
East,784425,1,12,Saturday
East,643168,1,12,Saturday
Central,716660,3,0,Thursday
South,123191,3,23,Saturday
South,451956,3,23,Saturday
South,740474,4,23,Saturday
North,152243,2,7,Sunday
North,625107,1,7,Sunday
East,513418,2,2,Thursday
South,667650,2,10,Wednesday
South,780063,2,10,Wednesday
South,714157,2,10,Wednesday
Central,582936,2,23,Saturday
Central,122121,3,23,Saturday
West,221626,2,13,Tuesday
Central,656573,2,18,Sunday
Central,621298,1,18,Sunday
Central,480254,4,18,Sunday
Central,417009,2,7,Tuesday
Central,665639,1,7,Tuesday
Central,784362,1,7,Tuesday
North,204220,2,5,Wednesday
North,855760,3,5,Wednesday
South,821570,2,19,Saturday
South,314921,2,19,Saturday
South,591797,2,19,Saturday
South,136788,2,10,Thursday
South,621298,3,10,Thursday
West,318514,3,11,Saturday
North,202715,1,3,Friday
North,149774,4,3,Friday
Central,457848,2,11,Tuesday
Central,716660,1,11,Tuesday
Central,447288,1,11,Tuesday
North,713622,1,19,Wednesday
North,283803,5,16,Saturday
South,458263,1,13,Thursday
South,391708,2,13,Thursday
East,830396,2,11,Friday
East,885901,3,11,Friday
East,263679,1,11,Friday
Central,327418,3,12,Tuesday
West,289459,1,15,Saturday
West,467525,3,15,Saturday
West,190530,2,15,Saturday
East,422552,4,16,Monday
North,799380,1,15,Thursday
North,340098,2,15,Thursday
North,885901,2,15,Thursday
East,550857,5,9,Saturday
North,599381,2,17,Wednesday
North,177733,4,17,Wednesday
Central,634777,1,19,Wednesday
East,782729,4,3,Saturday
South,179932,5,14,Saturday
South,367952,2,14,Saturday
South,995677,2,14,Saturday
South,394174,1,4,Saturday
Central,437577,1,21,Monday
North,556364,1,22,Tuesday
North,263679,1,21,Sunday
North,463028,3,21,Sunday
South,149774,1,5,Wednesday
South,228776,1,5,Wednesday
South,451956,4,5,Wednesday
West,177733,1,8,Wednesday
West,575961,4,8,Wednesday
East,177733,3,22,Thursday
East,228776,2,22,Thursday
East,634777,2,22,Thursday
West,323016,1,19,Saturday
West,587281,2,19,Saturday
North,572994,4,1,Tuesday
North,431976,1,1,Tuesday
North,876627,2,1,Tuesday
Central,876627,1,0,Saturday
East,108796,2,13,Saturday
East,394174,2,13,Saturday
South,394868,2,4,Saturday
South,177733,2,4,Saturday
Central,523098,3,19,Wednesday
Central,280162,5,19,Wednesday
Central,591797,3,19,Wednesday
East,179932,1,21,Tuesday
East,228776,1,21,Tuesday
South,973291,2,18,Saturday
South,632686,3,18,Saturday
South,543513,1,18,Saturday
North,297266,2,13,Friday
North,932387,1,13,Friday
West,115684,1,16,Wednesday
West,310436,1,16,Wednesday
North,315487,1,7,Tuesday
North,766294,1,7,Tuesday
South,844672,1,9,Friday
South,582936,3,9,Friday
South,409067,1,9,Friday
Central,635769,2,21,Friday
Central,131542,3,21,Friday
Central,480254,1,21,Friday
Central,394868,1,15,Thursday
North,319527,2,21,Thursday
North,314921,2,21,Thursday
North,556364,3,3,Friday
North,240196,1,3,Friday
North,713622,2,3,Friday
North,511087,4,22,Friday
North,422552,3,22,Friday
North,480254,1,22,Friday
East,467525,3,10,Sunday
East,513418,2,10,Sunday
East,435530,2,10,Sunday
South,422552,5,13,Wednesday
South,513418,1,13,Wednesday
West,451956,2,20,Friday
East,957598,4,1,Thursday
East,713622,4,1,Thursday
East,328679,2,1,Thursday
South,480254,1,5,Monday
South,221626,3,5,Monday
South,458363,1,5,Monday
Central,458263,1,10,Monday
North,647421,2,13,Tuesday
Central,896270,1,18,Wednesday
East,263679,2,2,Thursday
East,625107,2,2,Thursday
East,970718,1,2,Thursday
East,811207,1,13,Saturday
East,621860,2,13,Saturday
East,431976,5,13,Saturday
Central,453516,1,18,Saturday
Central,221626,1,18,Saturday
Central,236141,1,18,Saturday
Central,328679,1,2,Tuesday
West,845820,2,20,Sunday
West,741835,2,20,Sunday
South,323016,5,18,Saturday
South,981997,5,18,Saturday
Central,657152,1,19,Monday
Central,144818,5,19,Monday
North,855760,4,7,Thursday
North,436470,2,7,Thursday
North,451956,2,5,Monday
North,896270,2,5,Monday
North,826219,2,5,Monday
West,457848,4,11,Thursday
Central,989365,3,14,Sunday
Central,130969,2,14,Sunday
Central,327670,1,14,Sunday
South,457848,1,20,Thursday
West,228776,2,12,Wednesday
West,523098,2,12,Wednesday
West,226632,2,12,Wednesday
South,634777,5,5,Saturday
Central,130969,3,9,Wednesday
Central,844672,1,9,Wednesday
Central,144818,1,9,Wednesday
Central,489295,1,11,Monday
Central,394174,1,5,Tuesday
West,855119,1,6,Monday
West,613608,1,6,Monday
West,226632,4,0,Wednesday
West,564853,5,0,Wednesday
Central,263679,3,17,Friday
South,422552,3,13,Sunday
Central,447288,2,16,Thursday
Central,130198,2,16,Thursday
Central,625107,4,16,Thursday
Central,134848,4,15,Saturday
Central,580730,2,15,Saturday
North,858357,2,13,Wednesday
North,995677,1,13,Wednesday
West,647421,1,1,Friday
West,379582,2,1,Friday
East,123191,3,19,Monday
East,319527,2,19,Monday
East,283803,4,19,Monday
South,858357,5,11,Thursday
North,152243,2,23,Thursday
North,394868,1,23,Thursday
South,734159,1,4,Tuesday
South,966126,2,4,Tuesday
South,621298,3,4,Tuesday
Central,177733,4,23,Tuesday
Central,891289,1,23,Tuesday
Central,784425,3,23,Tuesday
East,204220,1,10,Tuesday
North,989365,2,7,Monday
North,437577,2,7,Monday
Central,657579,4,5,Tuesday
Central,134848,2,5,Tuesday
North,177733,1,20,Wednesday
North,647654,2,20,Wednesday
North,588836,1,20,Wednesday
Central,656573,2,21,Tuesday
Central,989365,3,21,Tuesday
Central,550857,3,2,Sunday
Central,155861,2,2,Sunday
Central,657152,2,2,Sunday
South,760381,3,17,Sunday
Central,846554,1,15,Saturday
Central,422552,4,15,Saturday
Central,613608,1,15,Saturday
West,221626,1,22,Wednesday
West,760381,1,22,Wednesday
West,758294,1,22,Wednesday
Central,596545,2,17,Monday
North,340098,4,20,Sunday
North,621860,2,20,Sunday
North,874326,2,20,Sunday
East,855760,2,5,Tuesday
East,327670,2,5,Tuesday
East,858357,2,5,Tuesday
North,417528,1,5,Wednesday
East,323016,1,18,Tuesday
East,559463,1,18,Tuesday
East,447288,2,18,Tuesday
South,204293,2,21,Tuesday
South,417009,2,21,Tuesday
West,167392,1,5,Saturday
West,221626,1,11,Friday
North,351367,2,2,Wednesday
North,643168,3,2,Wednesday
East,987911,2,20,Tuesday
South,621860,1,16,Wednesday
South,858212,3,16,Wednesday
South,228776,3,16,Wednesday
Central,550857,1,22,Tuesday
Central,370119,2,22,Tuesday
North,625107,3,3,Tuesday
Central,474362,2,8,Thursday
Central,202715,2,8,Thursday
Central,556364,1,8,Thursday
West,221626,1,7,Wednesday
West,467894,1,7,Wednesday
West,435530,1,7,Wednesday
East,244547,3,2,Sunday
East,283803,1,2,Sunday
West,463028,1,16,Sunday
West,632686,2,2,Tuesday
West,714157,1,2,Tuesday
West,613608,1,2,Tuesday
West,152243,1,22,Wednesday
West,143527,1,22,Wednesday
West,272383,4,22,Wednesday
Central,905146,3,10,Friday
Central,632686,1,10,Friday
Central,155861,3,10,Friday
South,254410,1,17,Saturday
South,176656,2,17,Saturday
West,272383,4,13,Wednesday
Central,587281,3,7,Sunday
Central,404100,1,7,Sunday
Central,714157,2,7,Sunday
West,513418,1,9,Saturday
West,236141,4,9,Saturday
West,323016,4,9,Saturday
West,323016,3,5,Saturday
West,155861,3,5,Saturday
West,370119,1,0,Sunday
West,435530,4,0,Sunday
West,404100,3,10,Friday
West,582219,1,10,Friday
West,782729,2,10,Friday
East,542696,1,4,Wednesday
North,845820,2,17,Thursday
East,458263,3,9,Tuesday
South,543513,1,17,Thursday
South,700732,1,17,Thursday
South,340098,1,17,Thursday
Central,318514,3,19,Tuesday
Central,727865,1,19,Tuesday
Central,657579,1,19,Tuesday
West,436470,2,14,Sunday
West,700732,1,14,Sunday
North,467894,2,3,Thursday
North,315487,2,3,Thursday
Central,797959,2,12,Wednesday
Central,474362,1,12,Wednesday
